id;dclass ;dname;define;clabel
237;http://purl.bioontology.org/ontology/MESH/D002277;Oncogene Protein p21(ras);"A malignant neoplasm made up of epithelial cells tending to infiltrate the surrounding tissues and give rise to metastases. It is a histological type of neoplasm and not a synonym for ""cancer.""";Epitheliomas,Undifferentiated Carcinoma,Epithelial Neoplasms, Malignant,Undifferentiated Carcinomas,Malignant Epithelial Tumor,Carcinomas,Neoplasm, Malignant Epithelial,Epithelial Tumors, Malignant,Epithelioma,Carcinoma, Spindle Cell,Epithelial Tumor, Malignant,Neoplasms, Malignant Epithelial,Carcinoma, Anaplastic,Tumor, Malignant Epithelial,Carcinomatoses,Anaplastic Carcinomas,Malignant Epithelial Neoplasm,Malignant Epithelial Neoplasms,Epithelial Neoplasm, Malignant,Spindle-Cell Carcinomas,Spindle-Cell Carcinoma,Malignant Epithelial Tumors,Anaplastic Carcinoma,Carcinoma, Undifferentiated,Carcinomatosis,Carcinoma, Spindle-Cell
238;http://purl.bioontology.org/ontology/MESH/D051677;Opsoclonus-Myoclonus Syndrome;The most commonly diagnosed soft tissue sarcoma. It is a neoplasm with a fibrohistiocytic appearance found chiefly in later adult life, with peak incidence in the 7th decade.;Fibrohistiocytic Tumors, Malignant,Pleomorphic Malignant Fibrous Histiocytoma,Malignant Fibrohistiocytic Tumors,Malignant Fibrohistiocytic Tumor,Histiocytomas, Malignant Fibrous,Tumor, Malignant Fibrohistiocytic,Malignant Fibrous Histiocytoma,Tumors, Malignant Fibrohistiocytic,Fibrous Histiocytoma, Malignant,Fibrohistiocytic Tumor, Malignant,Malignant Fibrous Histiocytomas,Fibrous Histiocytomas, Malignant
239;http://purl.bioontology.org/ontology/MESH/D013595;Optic Nerve Neoplasms;Longitudinal cavities in the spinal cord, most often in the cervical region, which may extend for multiple spinal levels. The cavities are lined by dense, gliogenous tissue and may be associated with SPINAL CORD NEOPLASMS;Hydrosyringomyelia,Morvan Disease,Hydrosyringomyelias,Syringomyelias,Syringomyelus,Morvans Disease,Morvan's Diseases,Myelosyringosis,Myelosyringoses,Morvan's Disease,Morvan Diseases
240;http://purl.bioontology.org/ontology/MESH/D060787;Orbital Neoplasms;Methods which attempt to express in replicable terms the level of CELL DIFFERENTIATION in neoplasms as increasing ANAPLASIA correlates with the aggressiveness of the neoplasm.|System of grading PROSTATE CANCER based on the degree of abnormality of the glandular archtecture of the tumor.;Tumor Grading,Gleason Score,Score, Gleason,Grading, Gleason,Gleason Grading,Grading, Neoplasm,Grading, Tumor
241;http://purl.bioontology.org/ontology/MESH/D058288;Organoids;Metastatic lesion of the UMBILICUS associated with intra-abdominal neoplasms especially of the GASTROINTESTINAL TRACT or OVARY.;Sister Joseph's Nodule,Nodules, Sister Joseph's,Sister Joseph Nodule,Sister Josephs Nodule,Nodule, Sister Joseph's,Sister Joseph's Nodules
242;http://purl.bioontology.org/ontology/MESH/D051925;Osteochondroma;Components of the B-cell antigen receptor that function in B-cell antigen receptor heavy chain transport to the PLASMA MEMBRANE. They are expressed almost exclusively by B-LYMPHOCYTES and are markers for B-cell NEOPLASMS.;Immunoglobulin-Associated Alpha Protein,Antigen, CD79a,B-Cell Antigen Receptor Complex Associated Protein Beta-Chain,CD79b Antigen,IgM-Alpha Component,CD79a Antigen,Igbeta Antigen,CD79b Antigens,B Cell Antigen Receptor Complex Associated Protein Beta Chain,CD79a Antigens,Immunoglobulin-Associated Beta Protein,Antigen, CD79,Antigen, CD79b,Immunoglobulin Associated Alpha Protein,Antigens, CD79,Antigens, CD79b,Antigen, Igbeta,Antigens, CD79a,CD79 Antigen,Immunoglobulin Associated Beta Protein,IgM Alpha Component
243;http://purl.bioontology.org/ontology/MESH/D013724;Ovarian Neoplasms;A true neoplasm composed of a number of different types of tissue, none of which is native to the area in which it occurs. It is composed of tissues that are derived from three germinal layers, the endoderm, mesoderm, and ectoderm. They are classified histologically as mature (benign) or immature (malignant). (From DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1642);Teratoid Tumors,Teratoma, Malignant,Tumor, Teratoid,Teratomas, Benign,Malignant Teratoma,Teratoma, Cystic,Malignant Teratomas,Immature Teratoma,Teratoma, Mature,Teratomas,Tumors, Teratoid,Benign Teratomas,Teratomas, Immature,Dysembryomas,Teratoid Tumor,Teratoma, Benign,Benign Teratoma,Dysembryoma,Teratoma, Immature,Teratomas, Malignant,Immature Teratomas
244;http://purl.bioontology.org/ontology/MESH/D000232;Paget Disease, Extramammary;A benign neoplasm composed of glandular and fibrous tissues, with a relatively large proportion of glands. (Stedman, 25th ed);Adenofibromas,Fibroadenosis
245;http://purl.bioontology.org/ontology/MESH/D018292;Papilloma, Choroid Plexus;A benign neoplasm of the ovary.;Papillary Cystadenoma,Cystadenomas, Papillary,Papillary Cystadenomas
246;http://purl.bioontology.org/ontology/MESH/D009370;Papillomavirus Infections;A collective term for the various histological types of NEOPLASMS. It is more likely to be used by searchers than by indexers and catalogers.;Neoplasms Histological Types,Neoplasm Histological Types,Neoplasms Histological Type,Histological Type of Neoplasm,Neoplasm Histological Type,Neoplasms by Histological Type,Histological Types of Neoplasms
247;http://purl.bioontology.org/ontology/MESH/D018295;Papillomavirus Vaccines;Neoplasms composed of cells from the deepest layer of the epidermis. The concept does not refer to neoplasms located in the stratum basale.;Cell Cancers, Basal,Cancers, Basal Cell,Basal Cell Neoplasms,Basal Cell Neoplasm,Cell Neoplasms, Basal,Basal Cell Cancers,Basal Cell Cancer,Neoplasm, Basal Cell,Cell Neoplasm, Basal,Cancer, Basal Cell,Cell Cancer, Basal
248;http://purl.bioontology.org/ontology/MESH/D009367;Paraganglioma, Extra-Adrenal;Methods which attempt to express in replicable terms the extent of the neoplasm in the patient.|Classification of neoplasm according to the characteristics of the tumor (T), such as size;TNM Classification,TNM Classifications,Cancer Staging,TNM Staging System,Staging, Neoplasm,Systems, TNM Staging,Classifications, TNM,Classification, TNM,Staging System, TNM,Staging, TNM,Staging Systems, TNM,System, TNM Staging,Staging, Tumor,Staging, Cancer,TNM Staging Systems,Tumor Staging,TNM Staging
249;http://purl.bioontology.org/ontology/MESH/D002284;Paraneoplastic Cerebellar Degeneration;A transplantable EPITHELIAL CELL neoplasm of rabbits.;Epithelioma, Brown Pearce,Brown-Pearce Epithelioma,Epithelioma, Brown-Pearce,Carcinoma, Brown Pearce,Brown-Pearce Carcinoma
250;http://purl.bioontology.org/ontology/MESH/D002287;Paraneoplastic Endocrine Syndromes;A transplantable neoplasm of mice.;Krebs 2 Carcinoma
251;http://purl.bioontology.org/ontology/MESH/D002528;Paraneoplastic Polyneuropathy;Primary or metastatic neoplasms of the CEREBELLUM. Tumors in this location frequently present with ATAXIA or signs of INTRACRANIAL HYPERTENSION due to obstruction of the fourth ventricle. Common primary cerebellar tumors include fibrillary ASTROCYTOMA and cerebellar HEMANGIOBLASTOMA. The cerebellum is a relatively common site for tumor metastases from the lung, breast, and other distant organs. (From Okazaki & Scheithauer, Atlas of Neuropathology, 1988, p86 and p141);Cerebellar Cancer,Benign Cerebellar Neoplasm,Cerebellum Primary Neoplasm,Primary Cerebellar Neoplasm,Neoplasms, Cerebellar,Neoplasm, Cerebellar,Cerebellum Primary Neoplasms,Cerebellar Tumor,Neoplasm, Cerebellum Primary,Cerebellar Neoplasms, Malignant,Cerebellar Cancers,Cerebellar Neoplasm,Cerebellar Neoplasm, Benign,Neoplasms, Cerebellar, Malignant,Neoplasm, Benign Cerebellar,Tumor, Cerebellar,Cerebellar Neoplasms, Benign,Primary Cerebellar Neoplasms,Neoplasms, Cerebellar, Primary,Neoplasm, Malignant Cerebellar,Malignant Cerebellar Neoplasm,Benign Cerebellar Neoplasms,Neoplasms, Cerebellar, Benign,Cancer, Cerebellar,Cerebellar Neoplasm, Primary,Primary Neoplasm, Cerebellum,Cerebellar Tumors,Primary Neoplasms, Cerebellum,Cerebellar Neoplasm, Malignant,Cerebellar Neoplasms, Primary,Malignant Cerebellar Neoplasms
252;http://purl.bioontology.org/ontology/MESH/D009232;Paraneoplastic Syndromes, Nervous System;A benign neoplasm derived from connective tissue, consisting chiefly of polyhedral and stellate cells that are loosely embedded in a soft mucoid matrix, thereby resembling primitive mesenchymal tissue. It occurs frequently intramuscularly where it may be mistaken for a sarcoma. It appears also in the jaws and the skin. (From Stedman, 25th ed);Myxomas,Angiomyxoma,Angiomyxomas
253;http://purl.bioontology.org/ontology/MESH/D006961;Paraneoplastic Syndromes, Ocular;A condition of abnormally elevated output of PARATHYROID HORMONE (or PTH) triggering responses that increase blood CALCIUM. It is characterized by HYPERCALCEMIA and BONE RESORPTION, eventually leading to bone diseases. PRIMARY HYPERPARATHYROIDISM is caused by parathyroid HYPERPLASIA or PARATHYROID NEOPLASMS. SECONDARY HYPERPARATHYROIDISM is increased PTH secretion in response to HYPOCALCEMIA, usually caused by chronic KIDNEY DISEASES.;
254;http://purl.bioontology.org/ontology/MESH/D020433;Parkinson Disease, Secondary;Diseases of the trigeminal nerve or its nuclei, which are located in the pons and medulla. The nerve is composed of three divisions: ophthalmic, maxillary, and mandibular, which provide sensory innervation to structures of the face, sinuses, and portions of the cranial vault. The mandibular nerve also innervates muscles of mastication. Clinical features include loss of facial and intra-oral sensation and weakness of jaw closure. Common conditions affecting the nerve include brain stem ischemia, INFRATENTORIAL NEOPLASMS, and TRIGEMINAL NEURALGIA.;Idiopathic Trigeminal Neuropathy,Neuropathies, Idiopathic Trigeminal,Trigeminal Neuropathy,Trigeminal Nerve Disorder,Raeder Paratrigeminal Syndrome,Trigeminal Neuropathies, Idiopathic,Neuropathies, Trigeminal,Trigeminal Neuropathies,Fifth Cranial Nerve Diseases,Idiopathic Trigeminal Neuropathies,Trigeminal Nerve Disease,Syndrome, Raeder Paratrigeminal,Neuropathy, Trigeminal,Trigeminal Nerve Disorders,Trigeminal Neuropathy, Idiopathic,Cranial Nerve V Diseases,Neuropathy, Idiopathic Trigeminal
255;http://purl.bioontology.org/ontology/MESH/D000182;PAX8 Transcription Factor;Symptom complex due to ACTH production by non-pituitary neoplasms.;Syndrome, Ectopic ACTH,Syndromes, Ectopic ACTH,Ectopic ACTH Syndromes,Ectopic ACTH Syndrome,ACTH Syndromes, Ectopic
256;http://purl.bioontology.org/ontology/MESH/D016609;Pericarditis;Abnormal growths of tissue that follow a previous neoplasm but are not metastases of the latter. The second neoplasm may have the same or different histological type and can occur in the same or different organs as the previous neoplasm but in all cases arises from an independent oncogenic event. The development of the second neoplasm may or may not be related to the treatment for the previous neoplasm since genetic risk or predisposing factors may actually be the cause.;Cancers, Second Primary,Treatment-Associated Neoplasm,Metachronous Neoplasm,Cancers, Treatment-Associated,Treatment Associated Cancer,Second Primary Neoplasm,Second Malignancies,Cancers, Second,Cancers, Therapy-Associated,Neoplasms, Therapy-Associated,Malignancies, Second,Therapy Related Cancer,Metachronous Neoplasms,Second Neoplasm,Cancer, Second,Neoplasms, Second,Second Primary Cancers,Second Cancer,Therapy-Related Cancers,Therapy Related Neoplasms,Neoplasms, Therapy-Related,Therapy-Associated Cancer,Cancers, Therapy-Related,Neoplasm, Second,Second Neoplasms,Neoplasms, Metachronous Second Primary,Therapy Associated Cancer,Neoplasm, Therapy-Related,Second Cancers,Second Malignancy,Treatment-Associated Cancers,Neoplasms, Treatment-Related,Cancer, Treatment-Associated,Treatment Related Neoplasms,Therapy-Associated Neoplasm,Therapy-Related Cancer,Neoplasms, Therapy Related,Treatment-Related Cancers,Treatment-Related Cancer,Treatment-Associated Neoplasms,Metachronous Second Primary Neoplasms,Neoplasms, Treatment-Associated,Neoplasms, Treatment Related,Therapy-Associated Cancers,Cancer, Treatment-Related,Neoplasm, Second Primary,Neoplasm, Therapy-Associated,Cancer, Second Primary,Cancer, Therapy-Associated,Treatment Related Cancer,Second Primary Neoplasms, Metachronous,Neoplasms, Therapy Associated,Therapy Associated Neoplasms,Second Primary Neoplasms,Neoplasms, Treatment Associated,Treatment-Related Neoplasm,Therapy-Related Neoplasm,Cancer, Therapy-Related,Therapy-Related Neoplasms,Neoplasm, Treatment-Associated,Cancers, Treatment-Related,Neoplasm, Metachronous,Treatment-Associated Cancer,Neoplasm, Treatment-Related,Treatment-Related Neoplasms,Treatment Associated Neoplasms,Therapy-Associated Neoplasms,Neoplasms, Metachronous,Second Primary Cancer,Malignancy, Second
257;http://purl.bioontology.org/ontology/MESH/D018203;Peripheral Nervous System Neoplasms;A highly malignant subset of neoplasms arising from the endometrial stroma. Tumors in this group infiltrate the stroma with a wide range of atypia cells and numerous mitoses. They are capable of widespread metastases (NEOPLASM METASTASIS).;Endometrial Stromal Sarcomas,Sarcomas, Endometrial Stromal,Endometrial Stromal Sarcoma,Stromal Sarcoma, Endometrial,Stromal Sarcomas, Endometrial
258;http://purl.bioontology.org/ontology/MESH/D009423;Peroxisome Proliferators;Benign and malignant neoplastic processes arising from or involving components of the central, peripheral, and autonomic nervous systems, cranial nerves, and meninges. Included in this category are primary and metastatic nervous system neoplasms.;Nervous System Tumors,Nervous System Neoplasm,Tumors of the Nervous System,Neoplasm, Nervous System,Neoplasms, Nervous System,Tumors, Nervous System,Nervous System Tumor,Tumor, Nervous System
259;http://purl.bioontology.org/ontology/MESH/D011252;Photosensitizing Agents;The co-occurrence of pregnancy and NEOPLASMS. The neoplastic disease may precede or follow FERTILIZATION.;Neoplastic Pregnancy Complication,Pregnancy, Neoplastic Complications,Complication, Neoplastic Pregnancy,Pregnancies, Neoplastic Complications,Pregnancy Complication, Neoplastic,Complications, Neoplastic Pregnancy,Neoplastic Pregnancy Complications
260;http://purl.bioontology.org/ontology/MESH/D002330;Phyllodes Tumor;A cell-cycle phase nonspecific alkylating antineoplastic agent. It is used in the treatment of brain tumors and various other malignant neoplasms. (From Martindale, The Extra Pharmacopoeia, 30th ed, p462) This substance may reasonably be anticipated to be a carcinogen according to the Fourth Annual Report on Carcinogens (NTP 85-002, 1985). (From Merck Index, 11th ed);Urea, N,N'-bis(2-chloroethyl)-N-nitroso-,FIVB,BCNU,N,N'-Bis(2-Chloroethyl)-N-Nitrosourea,BiCNU,Nitrumon,1,3-Bis(2-Chloroethyl)-1-Nitrosourea
261;http://purl.bioontology.org/ontology/MESH/D053507;Pinealoma;A secreted matrix metalloproteinase that is believed to play a role in EXTRACELLULAR MATRIX remodeling and cell fate determination during normal and pathological processes. Matrix metalloproteinase 11 was originally isolated in primary BREAST NEOPLASMS and may be involved in the process of tumorigenesis.;MMP 11 Metalloproteinase,Stromelysin 3,ST3 Matrix Metalloproteinase,Metalloproteinase 11, Matrix,Metalloproteinase, MMP11,MMP-11 Metalloproteinase,MMP11 Metalloproteinase,Matrix Metalloproteinase, ST3,Metalloproteinase, MMP-11
262;http://purl.bioontology.org/ontology/MESH/D003397;Pituitary Neoplasms;A benign pituitary-region neoplasm that originates from Rathke's pouch. The two major histologic and clinical subtypes are adamantinous (or classical) craniopharyngioma and papillary craniopharyngioma. The adamantinous form presents in children and adolescents as an expanding cystic lesion in the pituitary region. The cystic cavity is filled with a black viscous substance and histologically the tumor is composed of adamantinomatous epithelium and areas of calcification and necrosis. Papillary craniopharyngiomas occur in adults, and histologically feature a squamous epithelium with papillations. (From Joynt, Clinical Neurology, 1998, Ch14, p50);Neoplasm, Rathke Cleft,Rathke's Pouch Tumor,Adult Craniopharyngioma,Craniopharyngiomas,Tumor, Rathke's Pouch,Child Craniopharyngioma,Craniopharyngioma, Adamantinous,Craniopharyngiomas, Adult,Papillary Craniopharyngioma,Neoplasm, Rathke's Cleft,Rathke Pouch Tumor,Child Craniopharyngiomas,Rathke's Cleft Neoplasm,Craniopharyngiomas, Child,Rathkes Pouch Tumor,Craniopharyngioma, Papillary,Rathkes Cleft Neoplasm,Papillary Craniopharyngiomas,Rathke Cleft Neoplasm,Adamantinous Craniopharyngiomas,Craniopharyngioma, Adult,Adult Craniopharyngiomas,Adamantinous Craniopharyngioma,Craniopharyngiomas, Papillary,Tumor, Rathke Pouch,Neoplasm, Rathkes Cleft,Craniopharyngioma, Child,Craniopharyngiomas, Adamantinous
263;http://purl.bioontology.org/ontology/MESH/D001194;Pleural Neoplasms;Asbestos. Fibrous incombustible mineral composed of magnesium and calcium silicates with or without other elements. It is relatively inert chemically and used in thermal insulation and fireproofing. Inhalation of dust causes asbestosis and later lung and gastrointestinal neoplasms.;
264;http://purl.bioontology.org/ontology/MESH/D000076023;Pneumocephalus;A nuclear protein and tumor suppressor that contains a C-terminal PHD ZINC FINGER. It is expressed in different isoforms in various tissues and interacts with TUMOR SUPPRESSOR PROTEIN P53 to negatively regulate cell growth. Reduced expression and chromosomal rearrangements of the ING1 gene are associated with different cancers including HEAD AND NECK NEOPLASMS.;ING-1 Protein,ING1 Protein,p33ING Protein,ING 1 Protein
265;http://purl.bioontology.org/ontology/MESH/D012509;Podophyllin;A connective tissue neoplasm formed by proliferation of mesodermal cells;Soft Tissue Sarcoma,Sarcomas, Soft Tissue,Spindle Cell Sarcomas,Sarcomas,Soft Tissue Sarcomas,Sarcomas, Spindle Cell,Sarcoma, Epithelioid,Sarcoma, Soft Tissue,Sarcoma, Spindle Cell,Epithelioid Sarcoma,Epithelioid Sarcomas,Spindle Cell Sarcoma,Sarcomas, Epithelioid
266;http://purl.bioontology.org/ontology/MESH/D054363;Porokeratosis;A rare neoplasm, usually benign, derived from mesenchymal fibroblasts located in the submesothelial lining of the PLEURA. It spite of its various synonyms, it has no features of mesothelial cells and is not related to malignant MESOTHELIOMA or asbestos exposure.;Benign Fibrous Mesothelioma,Submesothelial Fibromas,Mesothelioma, Localized Fibrous,Mesothelioma, Fibrous,Localized Mesothelioma,Mesotheliomas, Fibrous,Benign Fibrous Mesotheliomas,Fibroma, Submesothelial,Mesotheliomas, Benign Fibrous,Fibromas, Submesothelial,Localized Fibrous Mesothelioma,Mesothelioma, Localized,Mesotheliomas, Solitary Fibrous,Localized Fibrous Mesotheliomas,Localized Mesotheliomas,Fibrous Mesotheliomas, Benign,Solitary Fibrous Tumor of the Pleura,Fibrous Mesotheliomas,Solitary Fibrous Mesotheliomas,Fibrous Mesothelioma, Localized,Submesothelial Fibroma,Mesothelioma, Solitary Fibrous,Fibrous Mesotheliomas, Localized,Mesotheliomas, Localized,Fibrous Mesothelioma, Solitary,Mesothelioma, Benign Fibrous,Fibrous Mesotheliomas, Solitary,Fibrous Mesothelioma, Benign,Mesotheliomas, Localized Fibrous,Fibrous Mesothelioma,Solitary Fibrous Mesothelioma
267;http://purl.bioontology.org/ontology/MESH/D053918;Poroma;Vaccines or candidate vaccines used to prevent PAPILLOMAVIRUS INFECTIONS. Human vaccines are intended to reduce the incidence of UTERINE CERVICAL NEOPLASMS, so they are sometimes considered a type of CANCER VACCINES. They are often composed of CAPSID PROTEINS, especially L1 protein, from various types of ALPHAPAPILLOMAVIRUS.;HPV Vaccines,Vaccines, Human Papillomavirus,Human Papillomavirus Vaccines,Papillomavirus Vaccines, Human,Vaccines, Papillomavirus,Human Papilloma Virus Vaccines
268;http://purl.bioontology.org/ontology/MESH/D006394;Posterior Cervical Sympathetic Syndrome;A rare malignant neoplasm characterized by rapidly proliferating, extensively infiltrating, anaplastic cells derived from blood vessels and lining irregular blood-filled or lumpy spaces. (Stedman, 25th ed);Angiosarcoma,Angiosarcomas,Hemangiosarcomas
269;http://purl.bioontology.org/ontology/MESH/D055847;Prednimustine;Hereditary nonpolyposis colorectal neoplasms associated with other malignancies, more commonly of ovarian or uterine origin. When also associated with SEBACEOUS GLAND NEOPLASMS, it is called MUIR-TORRE SYNDROME.;Lynch cancer family syndrome 2,Colorectal Cancer, Hereditary Nonpolyposis, Type 2,Colon Cancer, Familial Nonpolyposis, Type 2,Lynch Cancer Family Syndrome II
270;http://purl.bioontology.org/ontology/MESH/D012888;Preferred Label;Neoplasms of the bony part of the skull.;Neoplasms, Skull,Neoplasm, Skull,Skull Neoplasm
271;http://purl.bioontology.org/ontology/MESH/D019292;Pregnancy Complications, Neoplastic;Neoplasms of the base of the skull specifically, differentiated from neoplasms of unspecified sites or bones of the skull (SKULL NEOPLASMS).;Skull Base Neoplasm,Neoplasms, Skull Base,Neoplasm, Skull Base
272;http://purl.bioontology.org/ontology/MESH/D051020;Pulmonary Blastoma;A pro-apoptotic protein that is the short isoform of Bcl-X protein. Bcl-XS lacks the BH1 and BH2 domains of BCL-XL PROTEIN and it inhibits the ANTI-APOPTOTIC PROTEINS of the bcl-2 protein family.|Bcl-XL is an anti-apoptotic protein that is the long isoform of Bcl-X protein. Bcl-XL localizes to the outer mitochondrial membrane and is overexpressed in most human NEOPLASMS. It has also been implicated in ISCHEMIC HEART DISEASE.|A member of the bcl-2 protein family that plays a role in the regulation of APOPTOSIS and is a regulatory subunit for PROTEIN PHOSPHATASE 1. Two major isoforms of the protein exist due to ALTERNATIVE SPLICING of the BCL2L1 mRNA and are referred to as Bcl-XS and Bcl-XL.;bcl XS Protein,bcl XL Protein,bcl Xb Protein,bcl2 Like 1 Protein,bcl Xshort Protein,bcl-Xbeta Protein,bcl Xa Protein,bcl Xbeta Protein,bcl-Xalpha Protein,bcl-Xlong Protein,bcl Xlong Protein,bcl-XL Protein,bcl-Xb Protein,bcl-x(beta) Protein,bcl X Protein,bcl-Xa Protein,bcl2-Like 1 Protein,bcl-XS Protein,bcl-X(S) Protein,bcl2L1 Protein,bcl-X(L) Protein,bcl Xalpha Protein,bcl-Xshort Protein
273;http://purl.bioontology.org/ontology/MESH/D017258;Pulmonary Sclerosing Hemangioma;A synthetic progestin that is derived from 17-hydroxyprogesterone. It is a long-acting contraceptive that is effective both orally or by intramuscular injection and has also been used to treat breast and endometrial neoplasms.;Farlutal,Depo Medroxyprogesterone Acetate,Provera,Medroxyprogesterone 17 Acetate,Depo-Medroxyprogesterone Acetate,DepoProvera,Perlutex,Medroxyprogesterone 17-Acetate, (6 alpha,17 alpha)-Isomer,(6 alpha)-17-(Acetoxy)-6-methylpregn-4-ene-3,20-dione,Cycrin,6 alpha Methyl 17alpha hydroxyprogesterone Acetate,Depo-Provera,Medroxyprogesterone 17-Acetate, (6 beta)-Isomer,Pregn-4-ene-3,20-dione, 17-(acetyloxy)-6-methyl-, (6alpha)-,Veramix,6-alpha-Methyl-17alpha-hydroxyprogesterone Acetate,Gestapuran,Medroxyprogesterone 17-Acetate,Curretab,Depo Provera
274;http://purl.bioontology.org/ontology/MESH/D036761;Radioimmunodetection;Tissue ablation of the PROSTATE performed by ultrasound from a transducer placed in the RECTUM. The procedure is used to treat prostate cancer (PROSTATIC NEOPLASMS) and benign prostatic hypertrophy (PROSTATIC HYPERPLASIA).;Transrectal High-Intensity Focused Ultrasound,Transrectal High Intensity Focused Ultrasound
275;http://purl.bioontology.org/ontology/MESH/D051524;Radiotherapy;A fibroblast growth factor that preferentially activates FIBROBLAST GROWTH FACTOR RECEPTOR 4. It was initially identified as an androgen-induced growth factor and plays a role in regulating growth of human BREAST NEOPLASMS and PROSTATIC NEOPLASMS.;Growth Factor, Androgen-Induced,Androgen Induced Growth Factor,Androgen-Induced Growth Factor,Fibroblast Growth Factor 8b
276;http://purl.bioontology.org/ontology/MESH/D010871;Rats, Inbred ACI;Neoplasms which originate from pineal parenchymal cells that tend to enlarge the gland and be locally invasive. The two major forms are pineocytoma and the more malignant pineoblastoma. Pineocytomas have moderate cellularity and tend to form rosette patterns. Pineoblastomas are highly cellular tumors containing small, poorly differentiated cells. These tumors occasionally seed the neuroaxis or cause obstructive HYDROCEPHALUS or Parinaud's syndrome. GERMINOMA;Neoplasm, Pineal,Pinealocytoma,Pineal Gland Tumors,Mixed Pineocytoma-Pineoblastoma,Tumor, Pineal Parenchymal,Tumors, Pineal Parenchymal,Pineal Gland Tumor,Pineoblastoma,Pineocytoma,Pineal Parenchymal Tumors,Pineocytoma-Pineoblastomas, Mixed,Pineoblastomas,Pineocytoma-Pineoblastoma, Mixed,Pinealomas,Tumors, Pineal Gland,Mixed Pineocytoma-Pineoblastomas,Pineal Parenchymal Tumor,Tumor, Pineal,Pinealocytomas,Pineal Tumors,Pineal Tumor,Pineal Neoplasm,Tumor, Pineal Gland,Pineal Neoplasms,Tumors, Pineal,Mixed Pineocytoma Pineoblastoma,Pineocytomas,Neoplasms, Pineal
277;http://purl.bioontology.org/ontology/MESH/D002225;Root Resorption;An alkylating agent structurally similar to MITOMYCIN and found to be effective in the treatment of leukemia and various other neoplasms in mice. It causes leukemia and thrombocytopenia in almost all human patients.;2,5-Cyclohexadiene-1,4-dione, 2-(2-((aminocarbonyl)oxy)-1-methoxyethyl)-3,6-bis(1-aziridinyl)-5-methyl-,Carboquinone,Carboquone,Esquinon
278;http://purl.bioontology.org/ontology/MESH/D000071999;S100 Calcium-Binding Protein A4;An S100 protein characterized by four helix bundles that form N- and C-terminal EF HAND MOTIFS. It functions as a homodimer and interacts with both intracellular and extracellular signaling proteins. Aberrant S100A4 activity is associated with NEOPLASM METASTASIS;S100A4 Protein,Calcium-Binding Protein, Placental,Metastasin Protein,Placental Calcium-Binding Protein,Fibroblast Specific Protein 1,Calvasculin Protein,Placental Calcium Binding Protein,S100 Calcium Binding Protein A4,Fibroblast-Specific Protein 1
279;http://purl.bioontology.org/ontology/MESH/D009365;Sarcoma;Disappearance of a neoplasm or neoplastic state without the intervention of therapy.;Spontaneous Neoplasm Remission,Spontaneous Neoplasm Regression,Remission, Spontaneous Neoplasm,Neoplasm Remission, Spontaneous,Regression, Spontaneous Neoplasm
280;http://purl.bioontology.org/ontology/MESH/D006821;Sarcoma, Endometrial Stromal;An enzyme that catalyzes the random hydrolysis of 1,4-linkages between N-acetyl-beta-D-glucosamine and D-glucuronate residues in hyaluronate. (From Enzyme Nomenclature, 1992) There has been use as ANTINEOPLASTIC AGENTS to limit NEOPLASM METASTASIS.;Hyaluronate Hydrolase,Hydrolase, Hyaluronate,Duran Reynals Permeability Factor,Hyaglosidase,Hyaluronate 4-glycanohydrolase,Wydase,Hyaluronidase,Factor, Duran-Reynals Permeability,GL Enzyme,Duran-Reynals Permeability Factor,Permeability Factor, Duran-Reynals
281;http://purl.bioontology.org/ontology/MESH/D006623;Sarcoma, Experimental;An autosomal dominant disorder caused by mutations in a tumor suppressor gene. This syndrome is characterized by abnormal growth of small blood vessels leading to a host of neoplasms. They include HEMANGIOBLASTOMA in the RETINA;von Hippel-Lindau Syndrome,Angiomatoses, Familial Cerebello-Retinal,Familial Cerebello-Retinal Angiomatoses,Angiomatoses, Familial Cerebelloretinal,Angiomatosis Retinae,Syndromes, VHL,Angiomatosis, Familial Cerebello-Retinal,Syndrome, von Hippel-Lindau,Cerebello-Retinal Angiomatoses, Familial,Cerebelloretinal Angiomatosis, Familial,Lindau's Disease,Cerebelloretinal Angiomatoses, Familial,von Hippel Lindau Disease,von Hippel Lindau Syndrome,Familial Cerebelloretinal Angiomatosis,Familial Cerebelloretinal Angiomatoses,Cerebello-Retinal Angiomatosis, Familial,VHL Syndromes,Hippel Lindau Disease,Lindau Disease,Lindau's Diseases,Hippel-Lindau Disease,VHL Syndrome,Syndrome, VHL,Familial Cerebello-Retinal Angiomatosis,Retinae, Angiomatosis,Lindaus Disease,Familial Cerebello Retinal Angiomatosis,Angiomatosis, Familial Cerebelloretinal
